   W         M3-(pi0_p)
 (MeV)      Re      Im
 1074.0    0.000   0.000
 1075.0    0.000   0.000
 1076.0    0.000   0.000
 1077.0    0.000   0.000
 1078.0    0.000   0.000
 1079.0    0.000   0.000
 1080.0    0.000   0.000
 1081.0    0.000   0.000
 1082.0    0.000   0.000
 1083.0    0.000   0.000
 1084.0    0.000   0.000
 1085.0    0.000   0.000
 1086.0    0.000   0.000
 1087.0    0.000   0.000
 1088.0    0.000   0.000
 1089.0    0.000   0.000
 1090.0    0.000   0.000
 1091.0    0.000   0.000
 1092.0    0.000   0.000
 1093.0    0.000   0.000
 1094.0    0.000   0.000
 1095.0    0.000   0.000
 1096.0    0.000   0.000
 1097.0    0.000   0.000
 1098.0    0.000   0.000
 1099.0    0.000   0.000
 1100.0    0.000   0.000
 1101.0    0.000   0.000
 1102.0    0.000   0.000
 1103.0    0.000   0.000
 1104.0    0.000   0.000
 1105.0    0.000   0.000
 1106.0    0.000   0.000
 1107.0    0.000   0.000
 1108.0    0.000   0.000
 1109.0    0.000   0.000
 1110.0    0.000   0.000
 1111.0    0.000   0.000
 1112.0    0.000   0.000
 1113.0    0.000   0.000
 1114.0    0.000   0.000
 1115.0    0.000   0.000
 1116.0    0.000   0.000
 1117.0    0.000   0.000
 1118.0    0.000   0.000
 1119.0    0.000   0.000
 1120.0    0.000   0.000
 1121.0    0.000   0.000
 1122.0    0.000   0.000
 1123.0    0.000   0.000
 1124.0    0.000   0.000
 1125.0    0.000   0.000
 1126.0    0.000   0.000
 1127.0    0.000   0.000
 1128.0    0.000   0.000
 1129.0    0.000   0.000
 1130.0    0.000   0.000
 1131.0    0.000   0.000
 1132.0    0.000   0.000
 1133.0    0.000   0.000
 1134.0    0.000   0.000
 1135.0    0.000   0.000
 1136.0    0.000   0.000
 1137.0    0.000   0.000
 1138.0    0.000   0.000
 1139.0    0.000   0.000
 1140.0    0.000   0.000
 1141.0    0.000   0.000
 1142.0    0.000   0.000
 1143.0    0.000   0.000
 1144.0    0.001   0.000
 1145.0    0.001   0.000
 1146.0    0.001   0.000
 1147.0    0.001   0.000
 1148.0    0.001   0.000
 1149.0    0.001   0.000
 1150.0    0.001   0.000
 1151.0    0.001   0.000
 1152.0    0.001   0.000
 1153.0    0.001   0.000
 1154.0    0.001   0.000
 1155.0    0.001   0.000
 1156.0    0.001   0.000
 1157.0    0.001   0.000
 1158.0    0.001   0.000
 1159.0    0.001   0.000
 1160.0    0.001   0.000
 1161.0    0.001   0.000
 1162.0    0.001   0.000
 1163.0    0.001   0.000
 1164.0    0.001   0.000
 1165.0    0.001   0.000
 1166.0    0.001   0.000
 1167.0    0.001   0.000
 1168.0    0.001   0.000
 1169.0    0.001   0.000
 1170.0    0.002   0.000
 1171.0    0.002   0.000
 1172.0    0.002   0.000
 1173.0    0.002   0.000
 1174.0    0.002   0.000
 1175.0    0.002   0.000
 1176.0    0.002   0.000
 1177.0    0.002   0.000
 1178.0    0.002   0.000
 1179.0    0.002   0.000
 1180.0    0.002   0.000
 1181.0    0.002   0.000
 1182.0    0.002   0.000
 1183.0    0.002   0.000
 1184.0    0.002   0.000
 1185.0    0.003   0.000
 1186.0    0.003   0.000
 1187.0    0.003   0.000
 1188.0    0.003   0.000
 1189.0    0.003   0.000
 1190.0    0.003   0.000
 1191.0    0.003   0.000
 1192.0    0.003   0.000
 1193.0    0.003   0.000
 1194.0    0.003   0.000
 1195.0    0.003   0.000
 1196.0    0.003   0.000
 1197.0    0.004   0.000
 1198.0    0.004   0.000
 1199.0    0.004   0.001
 1200.0    0.004   0.001
 1201.0    0.004   0.001
 1202.0    0.004   0.001
 1203.0    0.004   0.001
 1204.0    0.004   0.001
 1205.0    0.004   0.001
 1206.0    0.005   0.001
 1207.0    0.005   0.001
 1208.0    0.005   0.001
 1209.0    0.005   0.001
 1210.0    0.005   0.001
 1211.0    0.005   0.001
 1212.0    0.005   0.001
 1213.0    0.005   0.001
 1214.0    0.006   0.001
 1215.0    0.006   0.001
 1216.0    0.006   0.001
 1217.0    0.006   0.001
 1218.0    0.006   0.001
 1219.0    0.006   0.001
 1220.0    0.006   0.001
 1221.0    0.007   0.001
 1222.0    0.007   0.001
 1223.0    0.007   0.001
 1224.0    0.007   0.001
 1225.0    0.007   0.001
 1226.0    0.007   0.001
 1227.0    0.008   0.001
 1228.0    0.008   0.001
 1229.0    0.008   0.001
 1230.0    0.008   0.001
 1231.0    0.008   0.001
 1232.0    0.008   0.001
 1233.0    0.009   0.001
 1234.0    0.009   0.001
 1235.0    0.009   0.001
 1236.0    0.009   0.001
 1237.0    0.009   0.001
 1238.0    0.010   0.001
 1239.0    0.010   0.001
 1240.0    0.010   0.001
 1241.0    0.010   0.001
 1242.0    0.010   0.002
 1243.0    0.011   0.002
 1244.0    0.011   0.002
 1245.0    0.011   0.002
 1246.0    0.011   0.002
 1247.0    0.011   0.002
 1248.0    0.012   0.002
 1249.0    0.012   0.002
 1250.0    0.012   0.002
 1251.0    0.012   0.002
 1252.0    0.013   0.002
 1253.0    0.013   0.002
 1254.0    0.013   0.002
 1255.0    0.013   0.002
 1256.0    0.014   0.002
 1257.0    0.014   0.002
 1258.0    0.014   0.002
 1259.0    0.014   0.002
 1260.0    0.015   0.002
 1261.0    0.015   0.002
 1262.0    0.015   0.002
 1263.0    0.015   0.002
 1264.0    0.016   0.002
 1265.0    0.016   0.002
 1266.0    0.016   0.003
 1267.0    0.017   0.003
 1268.0    0.017   0.003
 1269.0    0.017   0.003
 1270.0    0.018   0.003
 1271.0    0.018   0.003
 1272.0    0.018   0.003
 1273.0    0.018   0.003
 1274.0    0.019   0.003
 1275.0    0.019   0.003
 1276.0    0.019   0.003
 1277.0    0.020   0.003
 1278.0    0.020   0.003
 1279.0    0.020   0.003
 1280.0    0.021   0.003
 1281.0    0.021   0.003
 1282.0    0.021   0.003
 1283.0    0.022   0.003
 1284.0    0.022   0.004
 1285.0    0.023   0.004
 1286.0    0.023   0.004
 1287.0    0.023   0.004
 1288.0    0.024   0.004
 1289.0    0.024   0.004
 1290.0    0.024   0.004
 1291.0    0.025   0.004
 1292.0    0.025   0.004
 1293.0    0.026   0.004
 1294.0    0.026   0.004
 1295.0    0.026   0.004
 1296.0    0.027   0.004
 1297.0    0.027   0.004
 1298.0    0.028   0.005
 1299.0    0.028   0.005
 1300.0    0.028   0.005
 1301.0    0.029   0.005
 1302.0    0.029   0.005
 1303.0    0.030   0.005
 1304.0    0.030   0.005
 1305.0    0.031   0.005
 1306.0    0.031   0.005
 1307.0    0.032   0.005
 1308.0    0.032   0.005
 1309.0    0.033   0.005
 1310.0    0.033   0.006
 1311.0    0.034   0.006
 1312.0    0.034   0.006
 1313.0    0.035   0.006
 1314.0    0.035   0.006
 1315.0    0.036   0.006
