   W                 E5-(pip_n)
 (MeV)      Re       DRe      Im       DIm
1128.906    0.023    0.000    0.000    0.000
1131.397    0.024    0.000    0.000    0.000
1137.187    0.028    0.000    0.000    0.000
1145.408    0.034    0.000    0.000    0.000
1153.571    0.041    0.000    0.000    0.000
1154.384    0.041    0.000    0.000    0.000
1159.250    0.045    0.000    0.000    0.000
1161.676    0.048    0.000    0.000    0.000
1169.725    0.054    0.000    0.000    0.000
1170.527    0.055    0.000    0.000    0.000
1177.719    0.060    0.000    0.000    0.000
1185.659    0.066    0.000    0.000    0.000
1187.240    0.067    0.000    0.000    0.000
1193.546    0.072    0.000    0.000    0.000
1199.819    0.076    0.000    0.000    0.000
1201.382    0.077    0.000    0.000    0.000
1203.722    0.079    0.000    0.000    0.000
1209.166    0.082    0.000    0.000    0.000
1216.901    0.087    0.000    0.000    0.000
1220.750    0.090    0.000    0.000    0.000
1224.587    0.092    0.000    0.000    0.000
1232.225    0.097    0.000    0.000    0.000
1236.027    0.099    0.000    0.000    0.000
1239.816    0.101    0.000    0.000    0.000
1240.573    0.102    0.000    0.000    0.000
1247.361    0.105    0.000    0.000    0.000
1251.866    0.108    0.000    0.000    0.000
1254.861    0.110    0.000    0.000    0.000
1258.594    0.112    0.000    0.000    0.000
1262.316    0.113    0.000    0.000    0.000
1268.248    0.116    0.000    0.000    0.000
1269.727    0.117    0.000    0.000    0.000
1276.360    0.120    0.000    0.000    0.000
1277.095    0.120    0.000    0.000    0.000
1283.690    0.124    0.000    0.000    0.000
1284.421    0.124    0.000    0.000    0.000
1291.705    0.127    0.000    0.000    0.000
1295.332    0.128    0.000    0.000    0.000
1298.949    0.130    0.000    0.000    0.000
1306.152    0.133    0.000    0.000    0.000
1313.316    0.135    0.000    0.000    0.000
1314.744    0.136    0.000    0.000    0.000
1320.441    0.138    0.000    0.000    0.000
1322.571    0.139    0.000    0.000    0.000
1327.528    0.140    0.000    0.000    0.000
1331.057    0.141    0.000    0.000    0.000
1336.684    0.143    0.000    0.000    0.000
1341.589    0.144    0.000    0.000    0.000
1348.565    0.146    0.000    0.000    0.000
1349.260    0.146    0.000    0.000    0.000
1350.650    0.147    0.000    0.000    0.000
1358.961    0.149    0.000    0.000    0.000
1364.473    0.150    0.000    0.000    0.000
1365.848    0.151    0.000    0.000    0.000
1376.113    0.153    0.000    0.000    0.000
1378.157    0.154    0.000    0.000    0.000
1382.915    0.155    0.000    0.000    0.000
1383.593    0.155    0.000    0.000    0.000
1391.707    0.157    0.000    0.000    0.000
1393.055    0.157    0.000    0.000    0.000
1399.774    0.158    0.000    0.000    0.000
1405.126    0.159    0.000    0.000    0.000
1409.127    0.160    0.000    0.000    0.000
1409.793    0.160    0.000    0.000    0.000
1416.432    0.161    0.000    0.000    0.000
1418.418    0.161    0.000    0.000    0.000
1426.334    0.163    0.000    0.000    0.000
1428.306    0.163    0.000    0.000    0.000
1431.587    0.163    0.000    0.000    0.000
1432.897    0.164    0.000    0.000    0.000
1439.430    0.164    0.000    0.000    0.000
1442.686    0.165    0.000    0.000    0.000
1444.636    0.165    0.000    0.000    0.000
1447.231    0.165    0.000    0.000    0.000
1449.175    0.166    0.000    0.000    0.000
1457.568    0.167    0.000    0.000    0.000
1458.854    0.167    0.000    0.000    0.000
1465.272    0.168    0.000    0.000    0.000
1468.470    0.168    0.000    0.000    0.000
1470.386    0.168    0.000    0.000    0.000
1474.846    0.169    0.000    0.000    0.000
1479.926    0.169    0.000    0.000    0.000
1481.194    0.169    0.000    0.000    0.000
1483.093    0.169    0.000    0.000    0.000
1490.665    0.170    0.000    0.000    0.000
1495.692    0.170    0.000    0.000    0.000
1496.946    0.171    0.000    0.000    0.000
1501.952    0.171    0.000    0.000    0.000
1506.319    0.171    0.000    0.000    0.000
1508.187    0.171    0.000    0.000    0.000
1512.535    0.172    0.000    0.000    0.000
1513.155    0.172    0.000    0.000    0.000
1513.775    0.172    0.000    0.000    0.000
1520.578    0.172    0.000    0.000    0.000
1521.812    0.172    0.000    0.000    0.000
1527.965    0.173    0.000    0.000    0.000
1532.869    0.173    0.000    0.000    0.000
1537.148    0.173    0.000    0.000    0.000
1543.240    0.174    0.000    0.000    0.000
1552.333    0.174    0.000    0.000    0.000
1558.366    0.174    0.000    0.000    0.000
1563.775    0.174    0.000    0.000    0.000
1574.538    0.175    0.000    0.000    0.000
1577.515    0.175    0.000    0.000    0.000
1588.185    0.175    0.000    0.000    0.000
1591.136    0.175    0.000    0.000    0.000
1602.886    0.176    0.000    0.000    0.000
1604.056    0.176    0.000    0.000    0.000
1617.454    0.176    0.000    0.000    0.000
1618.034    0.176    0.000    0.000    0.000
1632.467    0.176    0.000    0.000    0.000
1646.203    0.176    0.000    0.000    0.000
1647.343    0.176    0.000    0.000    0.000
1661.521    0.176    0.000    0.000    0.000
1674.459    0.176    0.000    0.000    0.000
1676.139    0.176    0.000    0.000    0.000
1691.740    0.176    0.000    0.000    0.000
1701.694    0.176    0.000    0.000    0.000
1702.245    0.176    0.000    0.000    0.000
1717.063    0.176    0.000    0.000    0.000
1729.586    0.176    0.000    0.000    0.000
1732.837    0.176    0.000    0.000    0.000
1749.542    0.176    0.000    0.000    0.000
1755.966    0.176    0.000    0.000    0.000
1756.500    0.176    0.000    0.000    0.000
1771.924    0.176    0.000    0.000    0.000
1783.009    0.176    0.000    0.000    0.000
1788.263    0.176    0.000    0.000    0.000
1806.015    0.176    0.000    0.000    0.000
1809.129    0.176    0.000    0.000    0.000
1834.877    0.175    0.000    0.000    0.000
1860.269    0.175    0.000    0.000    0.000
1885.319    0.175    0.000    0.000    0.000
1910.041    0.174    0.000    0.000    0.000
